brand,subseries,모델,제품 시리즈,상태,센서 유형,크로마,스펙트럼,스펙트럼 범위,해상도,센서 모델,센서 아키텍처 (소재),셔터 유형,센서 크기,픽셀 크기,센서 비트 심도,모노크롬 픽셀 형식,최대 프레임 속도,비절연 라인,광절연 라인,전원 공급 장치,전력 소비,작동 온도 (하우징),본체 치수 (L x W x H mm),렌즈 마운트,무게,이미지 버퍼 (RAM),비휘발성 메모리 (플래시),디지털 인터페이스,YUV 픽셀 형식,RGB 픽셀 형식,베이어 픽셀 형식,양자 효율 @ 529 nm,비전 표준,양자 효율 @ 850 nm,노출 시간,게인,I/O 커넥터,특정 비절연 라인,제품 코드,필터/보호 유리,IP 등급,인터페이스 커넥터,노출 모드,게인 모드,이미지 제어 기능,트리거 모드/동기화,카메라 제어 기능,화이트 밸런스 모드,다이나믹 레인지,SNR,최대 프레임 속도 (버스트),최대 프레임 속도 ROI 모드,데이터 형식,최대 라인 속도 (트리리니어),최대 라인 속도 (단일 라인),최대 라인 속도 (쿼드리니어),사용자 데이터 메모리
Allied Vision,alvium-gm2,Alvium GM2-511,Alvium GM2,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"2,464 × 2,064 (5.10 MP)",Sony IMX547,CMOS,Global Shutter,9 mm ø (Type 1/1.8),2.74 µm × 2.74 µm,12-bit,"Mono8, Mono10, Mono10p, Mono12, Mono12p, RAW8, RAW10, RAW12, GREY, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount, S-Mount",70 g,256 KByte,1024 KByte,"GMSL2, based on MIPI CSI-2, up to 4 lanes","YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit, UYVY","RGB8 (default), BGR8, RGB888 (default), RGB3","BayerGR8, BayerGR10, BayerGR10p, BayerGR12, BayerGR12p",68 %,,,,,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-gm2,Alvium GM2-530 VSWIR,Alvium GM2,Prototype/engineering sample,Area scan,Mono,"SWIR, Visible SWIR",400 nm to 1700 nm,"2,592 × 2,056 (5.30 MP)",Sony IMX992 | InGaAs,InGaAs,Global Shutter,11.4 mm ø (Type 1/1.4),3.45 µm × 3.45 µm,"8-bit, 10-bit, 12-bit; Adaptive (10-bit, 12-bit)","Mono8, Mono10, Mono10p, Mono12, Mono12p, RAW8, RAW10, RAW12, GREY, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount",70 g,256 KByte,1024 KByte,"GMSL2, based on MIPI CSI-2, up to 4 lanes",,,"BayerGR8, BayerGR10, BayerGR10p, BayerGR12, BayerGR12p",,,,,,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-gm2,Alvium GM2-811,Alvium GM2,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"2,848 × 2,848 (8.10 MP)",Sony IMX546,CMOS,Global Shutter,12.75 mm ø (Type 2/3),2.74 µm × 2.74 µm,12-bit,"Mono8, Mono10, Mono10p, Mono12, Mono12p, RAW8, RAW10, RAW12, GREY, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount",40 g,256 KByte,1024 KByte,"GMSL2, based on MIPI CSI-2, up to 4 lanes","YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit, UYVY","RGB8 (default), BGR8, RGB888 (default), RGB3","BayerGR8, BayerGR10, BayerGR10p, BayerGR12, BayerGR12p",68 %,,,,,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-gm2,Alvium GM2-812 UV,Alvium GM2,Available,Area scan,Mono,UV,200 nm to 1000 nm,"2,848 × 2,848 (8.10 MP)",Sony IMX487,CMOS,Global Shutter,12.75 mm ø (Type 2/3),2.74 µm × 2.74 µm,12-bit,"Mono8, Mono10, Mono10p, Mono12, Mono12p, RAW8, RAW10, RAW12, GREY, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount",70 g,256 KByte,1024 KByte,"GMSL2, based on MIPI CSI-2, up to 4 lanes",,,,,,,,,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-gm2,Alvium GM2-895,Alvium GM2,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"4,112 × 2,176 (8.90 MP)",Sony IMX267,CMOS,Global Shutter,16.3 mm ø (Type 1),3.45 µm × 3.45 µm,12-bit,"Mono8, Mono10, Mono10p, Mono12, Mono12p, RAW8, RAW10, RAW12, GREY, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount",70 g,256 KByte,1024 KByte,"GMSL2, based on MIPI CSI-2, up to 4 lanes","YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit, UYVY","RGB8 (default), BGR8, RGB888 (default), RGB3","BayerGR8, BayerGR10, BayerGR10p, BayerGR12, BayerGR12p",,,,,,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-030 VSWIR,Alvium FP3,Available,Area scan,,"SWIR, Visible SWIR",400 nm to 1700 nm,656 × 520 (0.30 MP),Sony IMX991 | InGaAs,InGaAs,Global Shutter,4.61 mm ø (Type 1/4),5.00 µm × 5.00 µm,,"GREY, Mono8 (default), RAW10, RAW12, RAW8 (default), Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount, S-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes",,,,,,,15 µs to 10 s,0.0 dB to 42.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-040,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,728 × 544 (0.40 MP),Sony IMX287,,Global Shutter,6.3 mm ø (Type 1/2.9),6.90 µm × 6.90 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount, S-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",64 %,,,28 µs to 10 s,0.0 dB to 48.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-050,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,800 × 600 (0.50 MP),ON Semi PYTHON 480,,Global Shutter,4.9 mm ø (Type 1/3.6),4.80 µm × 4.80 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount, S-Mount",70 g,256 MByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YUV422 8-bit","RGB3, RGB888 (default)",,53 %,,,64 µs to 10 s,0.0 dB to 11.3 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-052,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,816 × 624 (0.50 MP),Sony IMX426,,Global Shutter,9.33 mm ø (Type 1/1.7),9.00 µm × 9.00 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",73 %,,,24 µs to 10 s,0.0 dB to 48.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-120,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"1,280 × 960 (1.20 MP)",ON Semi AR0135CS,,Global Shutter,6.09 mm ø (Type 1/3),3.75 µm × 3.75 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount, S-Mount",70 g,256 MByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YUV422 8-bit","RGB3, RGB888 (default)",,69 %,,,57 µs to 8 s,0.0 dB to 17.7 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-1236,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"4,112 × 3,008 (12.40 MP)",Sony IMX304,,Global Shutter,17.6 mm ø (Type 1.1),3.45 µm × 3.45 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,C-Mount,70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",64 %,,,29 µs to 10 s,0.0 dB to 48.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-1240,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"4,024 × 3,032 (12.20 MP)",Sony IMX226,,"Global Reset Shutter, Rolling Shutter",9.33 mm ø (Type 1/1.7),1.85 µm × 1.85 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),26 × 29 × 29,"C-Mount, CS-Mount, S-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",74 %,,,10 µs to 10 s,0.0 dB to 27.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-1242,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"4,128 × 3,008 (12.40 MP)",Sony IMX545,,Global Shutter,14 mm ø (Type 1/1.1),2.74 µm × 2.74 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",68 %,,,11 µs to 10 s,0.0 dB to 48.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-130 VSWIR,Alvium FP3,Available,Area scan,,"SWIR, Visible SWIR",400 nm to 1700 nm,"1,296 × 1,032 (1.30 MP)",Sony IMX990 | InGaAs,InGaAs,Global Shutter,8.15 mm ø (Type 1/2),5.00 µm × 5.00 µm,,"GREY, Mono8 (default), RAW10, RAW12, RAW8 (default), Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount, S-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes",,,,,,,15 µs to 10 s,0.0 dB to 42.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-158,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"1,456 × 1,088 (1.60 MP)",Sony IMX273,,Global Shutter,6.3 mm ø (Type 1/2.9),3.45 µm × 3.45 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount, S-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",64 %,,,28 µs to 10 s,0.0 dB to 48.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-1620,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"5,328 × 3,040 (16.20 MP)",Sony IMX542,,Global Shutter,17.6 mm ø (Type 1.1),2.74 µm × 2.74 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",68 %,,,13 µs to 10 s,0.0 dB to 48.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-203,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"1,632 × 1,248 (2.00 MP)",Sony IMX422,,Global Shutter,9.33 mm ø (Type 1/1.7),4.50 µm × 4.50 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",,,,18 µs to 10 s,0.0 dB to 48.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-2040,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"4,512 × 4,512 (20.40 MP)",Sony IMX541,,Global Shutter,17.6 mm ø (Type 1.1),2.74 µm × 2.74 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",68 %,,,11 µs to 10 s,0.0 dB to 48.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-2050,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"5,376 × 3,672 (19.70 MP)",Sony IMX183,,"Global Reset Shutter, Rolling Shutter",16.3 mm ø (Type 1),2.40 µm × 2.40 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,C-Mount,70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",80 %,,,13 µs to 10 s,0.0 dB to 27.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-210,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"1,928 × 1,088 (2.10 MP)",ON Semi AR0521SR (HD mode),,Rolling Shutter,4.9 mm ø (Type 1/3.6),2.20 µm × 2.20 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount, S-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YUV422 8-bit","RGB3, RGB888 (default)",,79 %,,,8 µs to 10 s,0.0 dB to 24.1 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-234,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"1,936 × 1,216 (2.40 MP)",Sony IMX249,,Global Shutter,13.4 mm ø (Type 1/1.2),5.86 µm × 5.86 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",,,,34 µs to 10 s,0.0 dB to 48.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-235,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"1,936 × 1,216 (2.40 MP)",Sony IMX174,,Global Shutter,13.4 mm ø (Type 1/1.2),5.86 µm × 5.86 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",,,,19 µs to 10 s,0.0 dB to 48.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-240,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"1,936 × 1,216 (2.40 MP)",Sony IMX392,,Global Shutter,7.9 mm ø (Type 1/2.3),3.45 µm × 3.45 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount, S-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",64 %,,,26 µs to 10 s,0.0 dB to 48.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-2460,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"5,328 × 4,608 (24.60 MP)",Sony IMX540,,Global Shutter,21.43 mm ø (Type 1.2),2.74 µm × 2.74 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",68 %,,,13 µs to 10 s,0.0 dB to 48.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-291,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"1,944 × 1,472 (2.90 MP)",Sony IMX421,,Global Shutter,12.75 mm ø (Type 2/3),4.50 µm × 4.50 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",73 %,,,17 µs to 10 s,0.0 dB to 48.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-319,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"2,064 × 1,544 (3.20 MP)",Sony IMX265,,Global Shutter,9 mm ø (Type 1/1.8),3.45 µm × 3.45 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount, S-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",64 %,,,26 µs to 10 s,0.0 dB to 48.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-320 VSWIR,Alvium FP3,Prototype/engineering sample,Area scan,,"SWIR, Visible SWIR",400 nm to 1700 nm,"2,080 × 1,544 (3.20 MP)",Sony IMX993 | InGaAs,InGaAs,Global Shutter,9 mm ø (Type 1/1.8),3.45 µm × 3.45 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes",,,,,,,33 µs to 10 s,0.0 dB to 42.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
Allied Vision,alvium-fp3,Alvium FP3-500,Alvium FP3,Available,Area scan,Mono or Color,Visible,300 nm to 1100 nm,"2,592 × 1,944 (5.00 MP)",ON Semi AR0521SR,,Rolling Shutter,7.13 mm ø (Type 1/2.5),2.20 µm × 2.20 µm,,"GREY, RAW10, RAW12, RAW8, Y10, Y12",Mainly depends on hardware and register settings.,2 programmable GPIOs,,5 VDC over MIPI CSI-2,Value for the integrated serializer adds to CSI-2 model value.,-20 °C to 65 °C (housing),41 × 29 × 29,"C-Mount, CS-Mount, S-Mount",70 g,256 KByte,1024 KByte,"FPD-Link III, based on MIPI CSI-2, up to 4 lanes","UYVY, YCbCr411_8_CbYYCrYY, YCbCr422_8_CbYCrY, YCbCr8_CbYCr, YUV422 8-bit","BGR8, RGB3, RGB8 (default), RGB888 (default)","BayerGR10, BayerGR10p, BayerGR12, BayerGR12p, BayerGR8",79 %,,,8 µs to 480.00 ms,0.0 dB to 24.0 dB,"Coax, STP",,,,,,,,,,,,,,,,,,,,
