brand,model_name,slug,제조 업체,주문 번호,카메라 카테고리,카메라 시리즈,보증 (Warranty),센서 공급업체,센서,셔터,센서 타입,해상도 (HxV),픽셀 사이즈 HxV,라인 속도,모노크롬/컬러,빛스펙트럼,인터페이스,픽셀 비트 깊이,동기화,카메라 I/O 커넥터,전원 공급,하우징 종류,보호 등급,하우징 ‍사이즈 (L x W x H),무게 (Weight),렌즈 마운트,작동 온도,Basler,Conformity,제품군,제품 라인,센서 포맷,센서 대각선 길이,센서 크기,프레임 속도,카메라 데이터 커넥터,이미지 데이터 인터페이스,노출 제어,디지털 입력,범용 I/O,전원 요구사항 (일반적),측정된,양자 효율 (일반/최소),다크 노이즈 (일반/최대),포화 용량 (일반/최소),"다이나믹 레인지 (Dinamic Range, 일반/최소)",신호 대 노이즈비 (Signal to Noise Ratio)(일반/최소),기준,FOV (Field of View),심도(Depth) 이미지 해상도 및 FPS,측정 방식,"에고 모션(Ego-motion, IMU)",작업 범위,운영 체제,양산,소모 전력 PoE,해상도,디지털 출력,작동 중 주변 온도,Compression Beyond 사용시 프레임 속도,비디오 출력 유형,Camera Link ‍Clock,파장 (Wavelength),스트리밍 형식,정확도( Accuracy),템포럴 노이즈,지연 (Latency),조명 (Illumination),햇빛에서의 내구성,데이터 커넥터,전원 공급 장치,구성 요소,표준,프로그래밍 언어,타사 지원,마운팅 포인트,하우징 대체품,‍이미지 처리,양자 효율 - 녹색 (일반/최소),양자 효율 - 파란색 (일반/최소),양자 효율 - 빨간색 (일반/최소),납품 범위,심도(Depth) 해상도,작업 공간,초점 거리,프로세서 제조업체,수평 해상도(X축),높이 해상도 (Z축),배율,광원,이격 거리 (Clearance Distance),Heliotis,반복정밀도 (Z축),레이저 등급,Z축 선형성(+/- % of MR),스캔 속도,데이터포인트/프로파일,측정 거리,LMI,JAI
Basler,a2A4200-40umPRO,a2a4200-40umpro,Basler,108364,에어리어 스캔 카메라,Basler ace 2,36개월,Gpixel,GMAX2509,Global Shutter,CMOS,4200 px × 2160 px,2.5 μm × 2.5 μm,,Mono,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface or 12-24 VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,90 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Pro,"2/3""",11.8 mm,10.52 mm × 5.42 mm,40 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.2 W,541 nm,50.9 % (typical),1 e¯ (typical),4.5 ke¯ (typical),69.4 dB (typical),36.5 dB (typical),,,,,,,,,,9.1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA4024-8gm,aca4024-8gm,Basler,109276,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX226,Rolling Shutter,CMOS,4024 px × 3036 px,1.85 μm × 1.85 μm,,Mono,Visible,GigE,,,Hirose HR10A 6-pin plug,PoE or 12-24 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IP30, KC, RoHS, UKCA, UL",ace U,ace U,"1/1.7""",9.33 mm,7.44 mm × 5.61 mm,8 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",automatic / manual,,,2.5 W,,83 % (typical),3.4 e¯ (typical),11 ke¯ (typical),70.2 dB (typical),40.4 dB (typical),,,,,,,,,2.9 W,12.2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A4508-20umPRO,a2a4508-20umpro,Basler,108458,에어리어 스캔 카메라,Basler ace 2,36개월,Gpixel,GMAX2518,Global Shutter,CMOS,4508 px × 4096 px,2.5 μm × 2.5 μm,,Mono,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface or 12-24 VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,90 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Pro,"1""",15.2 mm,11.27 mm × 10.24 mm,20 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.5 W,541 nm,56.3 % (typical),3.2 e¯ (typical),5.7 ke¯ (typical),63.8 dB (typical),37.6 dB (typical),,,,,,,,,,18.4 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,daA1280-54um (S-Mount),daa1280-54um-s-mount,Basler,106682,에어리어 스캔 카메라,Basler dart,36개월,onsemi,AR0134,Global Shutter,CMOS,1280 px × 960 px,3.75 μm × 3.75 μm,,Mono,Visible,USB 3.0,8 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Board Level,,19.9 mm x 29.3 mm x 29 mm,15 g,,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart Classic,,"1/3""",6 mm,4.8 mm × 3.6 mm,54 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",programmable via the camera API,1,2,1.2 W,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2448-105g5cBAS,a2a2448-105g5cbas,Basler,108594,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX547,Global Shutter,CMOS,2448 px × 2048 px,2.74 μm × 2.74 μm,,Color,Visible,5GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"1/1.8""",8.75 mm,6.71 mm × 5.61 mm,106 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s), 2.5 Gigabit Ethernet (2500 Mbit/s), 5 Gigabit Ethernet (5000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,5.8 W,,,,,,,,,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2840-14gmPRO,a2a2840-14gmpro,Basler,108426,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX546,Global Shutter,CMOS,2840 px × 2840 px,2.74 μm × 2.74 μm,,Mono,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Pro,"2/3""",11 mm,7.78 mm × 7.78 mm,14 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3 W,541 nm,65.7 % (typical),2.4 e¯ (typical),9.8 ke¯ (typical),70.1 dB (typical),39.9 dB (typical),,,,,,,,,,8 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A4200-40umBAS,a2a4200-40umbas,Basler,108362,에어리어 스캔 카메라,Basler ace 2,36개월,Gpixel,GMAX2509,Global Shutter,CMOS,4200 px × 2160 px,2.5 μm × 2.5 μm,,Mono,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Basic,"2/3""",11.8 mm,10.52 mm × 5.42 mm,40 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.1 W,541 nm,53.3 % (typical),1.1 e¯ (typical),4.7 ke¯ (typical),68.3 dB (typical),37 dB (typical),,,,,,,,,,9.1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,MED ace 12.3 MP 30 color,med-ace-12-3-mp-30-color,Basler,107817,에어리어 스캔 카메라,Basler MED ace,36개월,Sony,IMX253,Global Shutter,CMOS,4096 px × 3000 px,3.45 μm × 3.45 μm,,Color,Visible,USB 3.0,10 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Box,,35.8 mm x 40 mm x 30 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC Class B, GenICam, IP30, KC, RoHS, UKCA, UL (in preparation), USB3 Vision",,,"1.1""",17.52 mm,14.13 mm × 10.35 mm,30 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,,,,,,,,,,,,,,,,,12 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5328-4gcPRO,a2a5328-4gcpro,Basler,108122,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX540,Global Shutter,CMOS,5328 px × 4608 px,2.74 μm × 2.74 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,105 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Pro,"1.2""",19.26 mm,14.57 mm × 12.6 mm,4 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,3.4 W,,,,,,,,,,,,,,,,24.4 MP,,,up to 10 fps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,MED ace 2.3 MP 164 color,med-ace-2-3-mp-164-color,Basler,107496,에어리어 스캔 카메라,Basler MED ace,36개월,Sony,IMX174,Global Shutter,CMOS,1920 px × 1200 px,5.86 μm × 5.86 μm,,Color,Visible,USB 3.0,10 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC Class B, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",,,"1/1.2""",13.39 mm,11.3 mm × 7.1 mm,164 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.4 W,,,,,,,,,,,,,,,,2.3 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,MED ace 8.9 MP 42 mono,med-ace-8-9-mp-42-mono,Basler,107812,에어리어 스캔 카메라,Basler MED ace,36개월,Sony,IMX255,Global Shutter,CMOS,4096 px × 2160 px,3.45 μm × 3.45 μm,,Mono,Visible,USB 3.0,10 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Box,,35.8 mm x 40 mm x 30 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC Class B, GenICam, IP30, KC, RoHS, UKCA, UL (in preparation), USB3 Vision",,,"1""",15.97 mm,14.13 mm × 7.45 mm,42 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.6 W,,,,,,,,,,,,,,,,9 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,daA2500-14um (S-Mount),daa2500-14um-s-mount,Basler,106694,에어리어 스캔 카메라,Basler dart,36개월,onsemi,MT9P031,Rolling Shutter,CMOS,2592 px × 1944 px,2.2 μm × 2.2 μm,,Mono,Visible,USB 3.0,8 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Board Level,,19.9 mm x 29.3 mm x 29 mm,15 g,,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart Classic,,"1/2.5""",7.13 mm,5.7 mm × 4.28 mm,14 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,1.4 W,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,daA3840-45uc (CS-Mount),daa3840-45uc-cs-mount,Basler,108275,에어리어 스캔 카메라,Basler dart,36개월,Sony,IMX334,Rolling Shutter,CMOS,3840 px × 2160 px,2 μm × 2 μm,,Color,Visible,USB 3.0,8 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Board Level,,19.9 mm x 29.3 mm x 29 mm,5 g,,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart R,,"1/1.8""",8.81 mm,7.68 mm × 4.32 mm,45 fpsCalculate individual frame rate,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,0,4,2 W,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,In-camera,,,,,,,,,,,,,,,,,,,,,,
Basler,acA2500-14uc,aca2500-14uc,Basler,106944,에어리어 스캔 카메라,Basler ace,36개월,onsemi,MT9P031,Rolling Shutter,CMOS,2590 px × 1942 px,2.2 μm × 2.2 μm,,Color,Visible,USB 3.0,12 bits,free-run / hardware trigger / software trigger,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace Classic,ace Classic,"1/2.5""",7.13 mm,5.7 mm × 4.28 mm,14 fps,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,2.2 W,,,6.7 e¯ (typical),6.8 ke¯ (typical),60 dB (typical),38.3 dB (typical),,,,,,,,,,5 MP,1,,,,,,,,,,,,,,,,,,,,,41.09 % (typical),7.21 % (typical),6.72 % (typical),,,,,,,,,,,,,,,,,,,
Basler,a2A5328-15umBAS,a2a5328-15umbas,Basler,108115,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX540,Global Shutter,CMOS,5328 px × 4608 px,2.74 μm × 2.74 μm,,Mono,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Basic,"1.2""",19.26 mm,14.57 mm × 12.6 mm,15 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,,3.3 W,541 nm,66.4 % (typical),2.1 e¯ (typical),9.59 ke¯ (typical),70.8 dB (typical),39.82 dB (typical),,,,,,,,,,24.4 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2590-22gcPRO,a2a2590-22gcpro,Basler,108132,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX334ROI,Rolling Shutter,CMOS,2592 px × 1944 px,2 μm × 2 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,105 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Pro,"1/2.8""",6.5 mm,5.2 mm × 3.9 mm,22 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3 W,,,,,,,,,,,,,,,,5 MP,,,up to 60 fps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA1920-150um,aca1920-150um,Basler,107261,에어리어 스캔 카메라,Basler ace,36개월,onsemi,PYTHON 2000,Global Shutter,CMOS,1920 px × 1200 px,4.8 μm × 4.8 μm,,Mono,Visible,USB 3.0,10 bits,,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace U,ace U,"2/3""",10.87 mm,9.22 mm × 5.76 mm,150 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,,3 W,,54 % (typical),10.9 e¯ (typical),7.7 ke¯ (typical),56.9 dB (typical),38.9 dB (typical),,,,,,,,,,2.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA3088-57uc,aca3088-57uc,Basler,107403,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX178,Rolling Shutter,CMOS,3088 px × 2064 px,2.4 μm × 2.4 μm,,Color,Visible,USB 3.0,10 bits / 12 bits,,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace U,ace U,"1/1.8""",8.91 mm,7.41 mm × 4.95 mm,59 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",programmable via the camera API,1,,3 W,,,,,,,,,,,,,,,,6 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A4504-27g5mBAS,a2a4504-27g5mbas,Basler,108633,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX541,Global Shutter,CMOS,4504 px × 4504 px,2.74 μm × 2.74 μm,,Mono,Visible,5GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"1.1""",17.45 mm,12.34 mm × 12.34 mm,27 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s), 2.5 Gigabit Ethernet (2500 Mbit/s), 5 Gigabit Ethernet (5000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,5.8 W,541 nm,66.1 % (typical),2.1 e¯ (typical),9.4 ke¯ (typical),70.8 dB (typical),40 dB (typical),,,,,,,,,,20.2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5320-7gcBAS,a2a5320-7gcbas,Basler,108174,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX542,Global Shutter,CMOS,5320 px × 3032 px,2.74 μm × 2.74 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"1.1""",16.78 mm,14.58 mm × 8.31 mm,7 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3.1 W,,,,,,,,,,,,,,,,16.1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5328-4gmPRO,a2a5328-4gmpro,Basler,108121,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX540,Global Shutter,CMOS,5328 px × 4608 px,2.74 μm × 2.74 μm,,Mono,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,105 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Pro,"1.2""",19.26 mm,14.57 mm × 12.6 mm,4 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,3.1 W,541 nm,66.3 % (typical),2.2 e¯ (typical),9.7 ke¯ (typical),70.7 dB (typical),39.9 dB (typical),,,,,,,,,,24.4 MP,,,up to 10 fps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA1440-220uc,aca1440-220uc,Basler,108867,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX273,Global Shutter,CMOS,1440 px × 1080 px,3.45 μm × 3.45 μm,,Color,Visible,USB 3.0,10 bits / 12 bits,,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC Class B, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace U,ace U,"1/2.9""",6.21 mm,4.97 mm × 3.73 mm,227 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,,3.3 W,,,,,,,,,,,,,,,,1.6 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,daA1920-160um (No-Mount),daa1920-160um-no-mount,Basler,108229,에어리어 스캔 카메라,Basler dart,36개월,Sony,IMX392,Global Shutter,CMOS,1920 px × 1200 px,3.45 μm × 3.45 μm,,Mono,Visible,USB 3.0,8 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Board Level,,8 mm x 27 mm x 27 mm,5 g,,0 °C - 75 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart R,,"1/2.3""",7.82 mm,6.6 mm × 4.1 mm,160 fpsCalculate individual frame rate,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,0,4,1.8 W,,,,10.2 ke¯ (typical),71.3 dB (typical),40 dB (typical),,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,In-camera,,,,,,,,,,,,,,,,,,,,,,
Basler,daA2500-14uc (S-Mount),daa2500-14uc-s-mount,Basler,106697,에어리어 스캔 카메라,Basler dart,36개월,onsemi,MT9P031,Rolling Shutter,CMOS,2592 px × 1944 px,2.2 μm × 2.2 μm,,Color,Visible,USB 3.0,8 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Board Level,,19.9 mm x 29.3 mm x 29 mm,15 g,,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart Classic,,"1/2.5""",7.13 mm,5.7 mm × 4.28 mm,14 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,1.3 W,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,daA1280-54uc (No-Mount),daa1280-54uc-no-mount,Basler,106683,에어리어 스캔 카메라,Basler dart,36개월,onsemi,AR0134,Global Shutter,CMOS,1280 px × 960 px,3.75 μm × 3.75 μm,,Color,Visible,USB 3.0,8 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Board Level,,7.2 mm x 27 mm x 27 mm,5 g,,0 °C - 75 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart Classic,,"1/3""",6 mm,4.8 mm × 3.6 mm,54 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",programmable via the camera API,1,2,1.3 W,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A1920-160umPRO,a2a1920-160umpro,Basler,107961,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX392,Global Shutter,CMOS,1920 px × 1200 px,3.45 μm × 3.45 μm,,Mono,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface or 12-24 VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,90 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Pro,"1/2.3""",7.77 mm,6.6 mm × 4.1 mm,160 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3 W,,62.2 % (typical),2.5 e¯ (typical),10.4 ke¯ (typical),71.7 dB (typical),40.2 dB (typical),,,,,,,,,,2.3 MP,,,up to 168 fps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A3840-13gmPRO,a2a3840-13gmpro,Basler,108127,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX334,Rolling Shutter,CMOS,3840 px × 2160 px,2 μm × 2 μm,,Mono,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,105 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Pro,"1/1.8""",8.82 mm,7.7 mm × 4.3 mm,13 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,2.6 W,541 nm,72.2 % (typical),1.96 e¯ (typical),7.2 ke¯ (typical),69.2 dB (typical),38.6 dB (typical),,,,,,,,,,8.3 MP,,,up to 36 fps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
